============================================================
WORKSPACE AGGREGATE (NON-CANONICAL)
Commit: 4687cbe12958f183cb56bcc3f0e0da6e0a062a8d
Timestamp: 2026-05-19T21:53:53.208Z
⚠️  WARNING: This is a debug/aggregate dump and may include legacy or archived projects.
============================================================

=== cross-map-strict-vs-how-to.md ===
# Cross-Map: Strict Code Review vs How-To Deviations

Generated: 2026-05-19T23:31:00+02:00

## 1. Findings Appearing In Both Reports

| Source DR | Strict ID | How-to ID | Severity | Unit | Difference in meaning |
| `DR-0036` | SCR-0036 | HTD-0036 | MEDIUM | `components/HTTP/URI` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §4.0; how-to-design-components.md §6.5` |
| `DR-0037` | SCR-0037 | HTD-0037 | HIGH | `components/Identity/Security` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §4.0; how-to-design-components.md §6.5` |
| `DR-0038` | SCR-0038 | HTD-0038 | MEDIUM | `components/Operations/Filesystem` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §4.0; how-to-design-components.md §6.5` |
| `DR-0040` | SCR-0039 | HTD-0039 | HIGH | `components/Operations/ApplicationWorkflow` | strict explains design/correctness impact; how-to cites violated governance source `how-to-coding-standards.md; AGENTS.md §18; tooling/refactor/check-broken-referen` |
| `DR-0041` | SCR-0040 | HTD-0040 | HIGH | `components/Operations/ApplicationWorkflow` | strict explains design/correctness impact; how-to cites violated governance source `how-to-coding-standards.md; AGENTS.md §18; tooling/refactor/check-broken-referen` |
| `DR-0042` | SCR-0041 | HTD-0041 | HIGH | `components/Operations/ApplicationWorkflow` | strict explains design/correctness impact; how-to cites violated governance source `how-to-coding-standards.md; AGENTS.md §18; tooling/refactor/check-broken-referen` |
| `DR-0043` | SCR-0042 | HTD-0042 | HIGH | `components/Operations/ApplicationWorkflow` | strict explains design/correctness impact; how-to cites violated governance source `how-to-coding-standards.md; AGENTS.md §18; tooling/refactor/check-broken-referen` |
| `DR-0044` | SCR-0043 | HTD-0043 | HIGH | `framework/System/Configuration/Builders` | strict explains design/correctness impact; how-to cites violated governance source `how-to-system-security.md §22; how-to-dogfooding.md Filesystem rule; check-raw-f` |
| `DR-0045` | SCR-0044 | HTD-0044 | MEDIUM | `framework/System/Capabilities/FailureBoundary` | strict explains design/correctness impact; how-to cites violated governance source `how-to-system-security.md §22; how-to-dogfooding.md Filesystem rule; check-raw-f` |
| `DR-0046` | SCR-0045 | HTD-0045 | MEDIUM | `components/DataStack/DataTransfer` | strict explains design/correctness impact; how-to cites violated governance source `how-to-system-security.md §22; how-to-dogfooding.md Filesystem rule; check-raw-f` |
| `DR-0047` | SCR-0046 | HTD-0046 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0048` | SCR-0047 | HTD-0047 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-design-components.md §6.2 PublicSurface Rule; how-to-dependency-injection` |
| `DR-0049` | SCR-0048 | HTD-0048 | HIGH | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-design-components.md §6.2 PublicSurface Rule; how-to-dependency-injection` |
| `DR-0050` | SCR-0049 | HTD-0049 | HIGH | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-design-components.md §6.2 PublicSurface Rule; how-to-dependency-injection` |
| `DR-0051` | SCR-0050 | HTD-0050 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-design-components.md §6.2 PublicSurface Rule; how-to-dependency-injection` |
| `DR-0052` | SCR-0051 | HTD-0051 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-design-components.md §6.2 PublicSurface Rule; how-to-dependency-injection` |
| `DR-0053` | SCR-0052 | HTD-0052 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-design-components.md §6.2 PublicSurface Rule; how-to-dependency-injection` |
| `DR-0054` | SCR-0053 | HTD-0053 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-design-components.md §6.2 PublicSurface Rule; how-to-dependency-injection` |
| `DR-0055` | SCR-0054 | HTD-0054 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-design-components.md §6.2 PublicSurface Rule; how-to-dependency-injection` |
| `DR-0056` | SCR-0055 | HTD-0055 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0057` | SCR-0056 | HTD-0056 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4; how-to-runtime-composition.md fallback cons` |
| `DR-0058` | SCR-0057 | HTD-0057 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0059` | SCR-0058 | HTD-0058 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0060` | SCR-0059 | HTD-0059 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0061` | SCR-0060 | HTD-0060 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4; how-to-runtime-composition.md fallback cons` |
| `DR-0062` | SCR-0061 | HTD-0061 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0063` | SCR-0062 | HTD-0062 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0064` | SCR-0063 | HTD-0063 | HIGH | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0065` | SCR-0064 | HTD-0064 | HIGH | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0066` | SCR-0065 | HTD-0065 | HIGH | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0067` | SCR-0066 | HTD-0066 | HIGH | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0068` | SCR-0067 | HTD-0067 | HIGH | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0069` | SCR-0068 | HTD-0068 | HIGH | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0070` | SCR-0069 | HTD-0069 | HIGH | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0071` | SCR-0070 | HTD-0070 | HIGH | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0072` | SCR-0071 | HTD-0071 | HIGH | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0073` | SCR-0072 | HTD-0072 | HIGH | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0074` | SCR-0073 | HTD-0073 | HIGH | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0075` | SCR-0074 | HTD-0074 | HIGH | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0076` | SCR-0075 | HTD-0075 | HIGH | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0077` | SCR-0076 | HTD-0076 | HIGH | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0078` | SCR-0077 | HTD-0077 | HIGH | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0079` | SCR-0078 | HTD-0078 | HIGH | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0080` | SCR-0079 | HTD-0079 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0081` | SCR-0080 | HTD-0080 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0082` | SCR-0081 | HTD-0081 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0083` | SCR-0082 | HTD-0082 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0084` | SCR-0083 | HTD-0083 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0085` | SCR-0084 | HTD-0084 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0086` | SCR-0085 | HTD-0085 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0087` | SCR-0086 | HTD-0086 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0088` | SCR-0087 | HTD-0087 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0089` | SCR-0088 | HTD-0088 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0090` | SCR-0089 | HTD-0089 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0091` | SCR-0090 | HTD-0090 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0092` | SCR-0091 | HTD-0091 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0093` | SCR-0092 | HTD-0092 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0094` | SCR-0093 | HTD-0093 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0095` | SCR-0094 | HTD-0094 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0096` | SCR-0095 | HTD-0095 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0097` | SCR-0096 | HTD-0096 | MEDIUM | `components/Application/Cache` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0098` | SCR-0097 | HTD-0097 | HIGH | `components/Application/Text` | strict explains design/correctness impact; how-to cites violated governance source `how-to-design-components.md §6.2 PublicSurface Rule; how-to-dependency-injection` |
| `DR-0099` | SCR-0098 | HTD-0098 | MEDIUM | `components/Application/DateTime` | strict explains design/correctness impact; how-to cites violated governance source `how-to-design-components.md §6.2 PublicSurface Rule; how-to-dependency-injection` |
| `DR-0100` | SCR-0099 | HTD-0099 | MEDIUM | `components/Application/FeatureFlags` | strict explains design/correctness impact; how-to cites violated governance source `how-to-design-components.md §6.2 PublicSurface Rule; how-to-dependency-injection` |
| `DR-0101` | SCR-0100 | HTD-0100 | HIGH | `components/Application/Storage` | strict explains design/correctness impact; how-to cites violated governance source `how-to-design-components.md §6.2 PublicSurface Rule; how-to-dependency-injection` |
| `DR-0102` | SCR-0101 | HTD-0101 | MEDIUM | `components/Application/Storage` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0103` | SCR-0102 | HTD-0102 | MEDIUM | `components/Application/Container` | strict explains design/correctness impact; how-to cites violated governance source `how-to-design-components.md §6.2 PublicSurface Rule; how-to-dependency-injection` |
| `DR-0104` | SCR-0103 | HTD-0103 | MEDIUM | `components/Application/Container` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4; how-to-runtime-composition.md fallback cons` |
| `DR-0105` | SCR-0104 | HTD-0104 | MEDIUM | `components/Application/Container` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0106` | SCR-0105 | HTD-0105 | MEDIUM | `components/Application/Container` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4; how-to-runtime-composition.md fallback cons` |
| `DR-0107` | SCR-0106 | HTD-0106 | MEDIUM | `components/Application/Container` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0108` | SCR-0107 | HTD-0107 | MEDIUM | `components/Application/Container` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4; how-to-runtime-composition.md fallback cons` |
| `DR-0109` | SCR-0108 | HTD-0108 | MEDIUM | `components/Application/Container` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4; how-to-runtime-composition.md fallback cons` |
| `DR-0110` | SCR-0109 | HTD-0109 | MEDIUM | `components/Application/Container` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4; how-to-runtime-composition.md fallback cons` |
| `DR-0111` | SCR-0110 | HTD-0110 | MEDIUM | `components/Application/Container` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4; how-to-runtime-composition.md fallback cons` |
| `DR-0112` | SCR-0111 | HTD-0111 | MEDIUM | `components/Application/Container` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0113` | SCR-0112 | HTD-0112 | MEDIUM | `components/Application/Container` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0114` | SCR-0113 | HTD-0113 | MEDIUM | `components/Application/Config` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0115` | SCR-0114 | HTD-0114 | MEDIUM | `components/Application/Config` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4; how-to-runtime-composition.md fallback cons` |
| `DR-0116` | SCR-0115 | HTD-0115 | MEDIUM | `components/Application/Config` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0117` | SCR-0116 | HTD-0116 | MEDIUM | `components/Application/Config` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4; how-to-runtime-composition.md fallback cons` |
| `DR-0118` | SCR-0117 | HTD-0117 | HIGH | `components/Application/Validation` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0119` | SCR-0118 | HTD-0118 | MEDIUM | `components/Application/Validation` | strict explains design/correctness impact; how-to cites violated governance source `how-to-design-components.md §6.2 PublicSurface Rule; how-to-dependency-injection` |
| `DR-0120` | SCR-0119 | HTD-0119 | HIGH | `components/Application/Filesystem` | strict explains design/correctness impact; how-to cites violated governance source `how-to-design-components.md §6.2 PublicSurface Rule; how-to-dependency-injection` |
| `DR-0121` | SCR-0120 | HTD-0120 | MEDIUM | `components/Application/Filesystem` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0122` | SCR-0121 | HTD-0121 | HIGH | `components/HTTP/ContentNegotiation` | strict explains design/correctness impact; how-to cites violated governance source `how-to-design-components.md §6.2 PublicSurface Rule; how-to-dependency-injection` |
| `DR-0123` | SCR-0122 | HTD-0122 | MEDIUM | `components/HTTP/ContentNegotiation` | strict explains design/correctness impact; how-to cites violated governance source `how-to-design-components.md §6.2 PublicSurface Rule; how-to-dependency-injection` |
| `DR-0124` | SCR-0123 | HTD-0123 | MEDIUM | `components/HTTP/Response` | strict explains design/correctness impact; how-to cites violated governance source `how-to-design-components.md §6.2 PublicSurface Rule; how-to-dependency-injection` |
| `DR-0125` | SCR-0124 | HTD-0124 | HIGH | `components/HTTP/Client` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0126` | SCR-0125 | HTD-0125 | HIGH | `components/HTTP/Client` | strict explains design/correctness impact; how-to cites violated governance source `how-to-design-components.md §6.2 PublicSurface Rule; how-to-dependency-injection` |
| `DR-0127` | SCR-0126 | HTD-0126 | HIGH | `components/HTTP/Request` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
| `DR-0128` | SCR-0127 | HTD-0127 | MEDIUM | `components/HTTP/Request` | strict explains design/correctness impact; how-to cites violated governance source `how-to-design-components.md §6.2 PublicSurface Rule; how-to-dependency-injection` |
| `DR-0129` | SCR-0128 | HTD-0128 | MEDIUM | `components/HTTP/Request` | strict explains design/correctness impact; how-to cites violated governance source `how-to-dependency-injection.md §3.4, §6.9; how-to-code-review.md Critical Qualit` |
